name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,stations,source
"Kandy, Sri Lanka",2024-06-24,80.1,60,69.5,83.2,60,69.6,67,92.5,0.258,100,4.17,rain,92.1,14.3,204.9,17.6,9,2024-06-24T05:53:39,2024-06-24T18:26:23,0.58,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-06-25,81.3,60.9,69.8,86.1,60.9,70,67.8,93.6,0.221,100,4.17,rain,98.1,14,141.8,12.2,5,2024-06-25T05:53:52,2024-06-25T18:26:35,0.62,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-06-26,78,60.9,70.5,78,60.9,70.5,68.6,93.8,0.75,100,4.17,rain,99,13.5,118.8,10.3,5,2024-06-26T05:54:06,2024-06-26T18:26:46,0.65,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-06-27,81.6,60.2,71,87,60.2,71.4,67.3,88.5,0.019,100,4.17,rain,86.8,14.3,229.2,19.5,8,2024-06-27T05:54:20,2024-06-27T18:26:57,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-06-28,84.2,59.3,70.4,89.3,59.3,71,65.5,85.6,0.049,100,4.17,rain,34.7,14.7,271.6,23.6,9,2024-06-28T05:54:34,2024-06-28T18:27:07,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-06-29,87,56.9,71.6,94.1,56.9,72.7,66.4,84.6,0,0,0,,42.5,14.5,259.6,22.3,9,2024-06-29T05:54:48,2024-06-29T18:27:17,0.75,Partially cloudy,Becoming cloudy in the afternoon.,"43479099999,43486099999,43476099999,43441099999,43444099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-06-30,84.3,58.5,69.8,90.6,58.5,70.5,65.2,86.7,0.001,100,4.17,rain,68.5,14.5,203.6,17.5,8,2024-06-30T05:55:02,2024-06-30T18:27:27,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-01,81.9,61.8,69.6,86.9,61.8,69.9,67.4,93.5,0.004,100,4.17,rain,66.3,14,227.9,19.8,8,2024-07-01T05:55:17,2024-07-01T18:27:36,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-02,87,61.1,72.3,94.5,61.1,73.2,67.8,86.9,0.002,100,4.17,rain,80,14.2,245,21,8,2024-07-02T05:55:31,2024-07-02T18:27:44,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-03,85.3,60.2,73.5,93.4,60.2,74.1,69.1,87.4,0.004,100,4.17,rain,84.4,14.5,238.3,20.5,8,2024-07-03T05:55:45,2024-07-03T18:27:52,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-04,89,60.2,70,108.2,60.2,71.3,67,91.1,0.001,100,4.17,rain,90.6,14.7,208.2,18,8,2024-07-04T05:55:59,2024-07-04T18:27:59,0.94,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-05,84.5,63,71.2,103.3,63,73,69.6,94.9,0.257,100,12.5,rain,88.4,14.3,201.4,17.4,7,2024-07-05T05:56:13,2024-07-05T18:28:06,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-06,82.7,59.3,69.9,86.3,59.3,70,66.9,90.8,2.599,100,8.33,rain,96.5,13.7,177.4,15.4,7,2024-07-06T05:56:26,2024-07-06T18:28:12,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-07,84,58.4,69.9,91,58.4,70.2,67.1,91.5,0.169,100,8.33,rain,73.4,14.5,224.5,19.4,8,2024-07-07T05:56:40,2024-07-07T18:28:18,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43441099999,43444099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-08,85.4,60,71.3,94,60,72,67,86.8,0.567,100,8.33,rain,88.8,14.6,214.5,18.6,8,2024-07-08T05:56:54,2024-07-08T18:28:23,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-09,83.4,59.3,69.5,88.3,59.3,70,62.8,80.4,0.004,100,4.17,rain,62.5,14.6,243.5,21.1,9,2024-07-09T05:57:07,2024-07-09T18:28:27,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-10,82.4,57.3,71.1,88,57.3,71.5,66.6,86.3,0.008,100,4.17,rain,61.2,14.5,249.2,21.4,8,2024-07-10T05:57:20,2024-07-10T18:28:31,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-11,85.9,61.7,72.3,92.7,61.7,73.3,67.1,85,0.023,100,4.17,rain,56,14.5,252.8,21.9,8,2024-07-11T05:57:33,2024-07-11T18:28:34,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-12,89.9,61.8,73.7,102,61.8,75.8,68.9,86.2,0.034,100,4.17,rain,72.3,14.6,230.1,20.2,8,2024-07-12T05:57:46,2024-07-12T18:28:36,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-13,81.8,60.9,69.2,90.1,60.9,69.5,67.4,95.1,0.19,100,8.33,rain,95,12.2,187.4,16.3,7,2024-07-13T05:57:58,2024-07-13T18:28:38,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43441099999,43444099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-14,86.1,62.7,73.5,93.3,62.7,74.5,67.8,83.3,0.18,100,8.33,rain,86.3,14.4,266,22.8,9,2024-07-14T05:58:10,2024-07-14T18:28:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-15,84.3,60,70.8,94.6,60,71.2,68.3,92.5,0.008,100,4.17,rain,98.9,13.5,208,17.8,7,2024-07-15T05:58:22,2024-07-15T18:28:39,0.3,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-16,80.5,70.8,74.8,84.6,70.8,75,69.7,84.3,0.896,100,8.33,rain,96.4,12.9,195.4,16.7,7,2024-07-16T05:58:34,2024-07-16T18:28:38,0.33,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-17,81.8,63.4,72.2,89.2,63.4,72.8,68.9,90.7,0.095,100,4.17,rain,93.9,13.5,221.9,19.1,8,2024-07-17T05:58:45,2024-07-17T18:28:37,0.37,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-18,86.3,60.2,72.6,95.3,60.2,73.6,68.9,88.5,0.199,100,8.33,rain,98.2,13.7,115.6,9.9,4,2024-07-18T05:58:56,2024-07-18T18:28:35,0.4,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-19,83.3,63.6,72.6,87.1,63.6,73.3,66.5,81.7,0.03,100,4.17,rain,92.4,14.5,247.1,21.5,9,2024-07-19T05:59:07,2024-07-19T18:28:32,0.43,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-20,82.8,62.8,70.5,85.7,62.8,70.7,63.4,79.2,0.004,100,4.17,rain,84.6,14.7,274.2,23.6,9,2024-07-20T05:59:17,2024-07-20T18:28:29,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-21,86.1,63.5,71.2,91,63.5,71.5,60.5,70.4,0,0,0,,61.8,14.6,293.1,25.1,10,2024-07-21T05:59:27,2024-07-21T18:28:25,0.5,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-22,85.2,59.3,71.2,88.6,59.3,71.4,62.8,75.8,0.012,100,12.5,rain,56.7,14.6,261.8,22.6,9,2024-07-22T05:59:36,2024-07-22T18:28:20,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-23,86.8,64.9,72.8,93.4,64.9,73.6,67.4,83.7,0.075,100,4.17,rain,48.7,14.4,263.8,22.7,9,2024-07-23T05:59:46,2024-07-23T18:28:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-24,84.2,61.8,72.7,89.3,61.8,73.2,66.8,82.8,0,0,0,,53.3,14.4,275.8,23.7,9,2024-07-24T05:59:54,2024-07-24T18:28:07,0.6,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-25,89,60.9,71.5,98.1,60.9,72.3,66.8,86.2,0.008,100,4.17,rain,50.5,14.6,267.4,23,9,2024-07-25T06:00:03,2024-07-25T18:28:00,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-26,84.3,64.3,72.4,90.2,64.3,73.3,66.8,83.1,0,0,0,,92.3,14.6,201.8,17.5,7,2024-07-26T06:00:10,2024-07-26T18:27:52,0.67,Overcast,Cloudy skies throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-27,83.3,65.2,72.4,88.7,65.2,73.3,66.2,81.5,0.016,100,12.5,rain,80.1,14.6,261.4,22.6,9,2024-07-27T06:00:18,2024-07-27T18:27:43,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-28,85.4,63.8,73,91.9,63.8,74.7,67.7,84.7,0.012,100,12.5,rain,83.7,14.6,237.8,20.7,9,2024-07-28T06:00:25,2024-07-28T18:27:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-29,78.8,59.3,68,78.8,59.3,68,66.2,95,1.2,100,8.33,rain,96.7,14.2,154.1,13.3,8,2024-07-29T06:00:31,2024-07-29T18:27:23,0.78,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-30,83.6,58.4,72.3,89.3,58.4,72.6,68.2,88.1,0.725,100,4.17,rain,98.4,14.4,168.7,14.4,8,2024-07-30T06:00:37,2024-07-30T18:27:12,0.81,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-07-31,87.2,60,71.1,99.8,60,72.6,68,90.8,0.065,100,4.17,rain,66.2,14.6,239.7,20.7,8,2024-07-31T06:00:43,2024-07-31T18:27:00,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-01,82.6,62.9,71.5,88.6,62.9,72,67.4,88,0.19,100,4.17,rain,76.6,14.5,238,20.5,9,2024-08-01T06:00:48,2024-08-01T18:26:48,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-02,79.6,63.3,70.9,79.6,63.3,70.9,68.6,93.2,0.066,100,4.17,rain,85.9,14.6,217.9,18.9,8,2024-08-02T06:00:53,2024-08-02T18:26:34,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-03,85.2,61.9,72.9,92.8,61.9,73.7,67.8,85.3,0.394,100,8.33,rain,71.9,14.6,247.4,21.3,8,2024-08-03T06:00:57,2024-08-03T18:26:20,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-04,88.1,54.6,71.1,97.4,54.6,72.4,67.8,90.5,0.001,100,4.17,rain,45.1,12.9,249,21.3,9,2024-08-04T06:01:01,2024-08-04T18:26:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-05,85,55.7,69.1,91.8,55.7,69.6,66.1,91.2,0.03,100,4.17,rain,69.8,11.7,254.6,22,9,2024-08-05T06:01:04,2024-08-05T18:25:50,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-06,85.1,61.8,71.4,92.4,61.8,72.1,66.2,84.6,0.332,100,8.33,rain,95,14.5,212.9,18.4,8,2024-08-06T06:01:07,2024-08-06T18:25:34,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-07,83.4,63.5,70.9,91.4,63.5,71.5,64.3,80.6,0.02,100,4.17,rain,57,14.8,259.5,22.3,9,2024-08-07T06:01:09,2024-08-07T18:25:17,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43486099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-08,85.4,60,71.9,97.5,60,72.8,67,85.9,0.044,100,12.5,rain,51.5,12.3,251.6,21.7,9,2024-08-08T06:01:11,2024-08-08T18:24:59,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43486099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-09,83.2,57.3,70,86.3,57.3,70.3,61.1,75.6,0.004,100,4.17,rain,51,15,260.6,22.4,9,2024-08-09T06:01:13,2024-08-09T18:24:41,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-10,81.2,58.2,69.4,84.3,58.2,69.7,65.8,89.1,0.024,100,16.67,rain,94.9,14.7,233.4,20,9,2024-08-10T06:01:13,2024-08-10T18:24:22,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-11,82.3,60.2,69.8,86.9,60.2,70.1,66.5,90.4,0.087,100,16.67,rain,97.6,12.6,218.4,18.9,8,2024-08-11T06:01:14,2024-08-11T18:24:02,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-12,84.3,59.3,71.7,88.8,59.3,72.1,68.1,90,0.068,100,25,rain,89.8,10.3,232,20,8,2024-08-12T06:01:14,2024-08-12T18:23:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-13,80.9,56.6,70,85.7,56.6,70.3,67.6,92.8,0.139,100,37.5,rain,88.7,11.1,128.8,11.1,4,2024-08-13T06:01:14,2024-08-13T18:23:20,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-14,86.3,60.9,71.4,100.7,60.9,72.2,68,89.9,0.102,100,12.5,rain,72.4,11.4,195.3,16.8,7,2024-08-14T06:01:13,2024-08-14T18:22:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-15,82.8,60,73.1,87.2,60,73.9,68.3,86.3,0.087,100,29.17,rain,61.3,13.4,221.3,19,8,2024-08-15T06:01:11,2024-08-15T18:22:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-16,83.6,60.9,70.3,88.4,60.9,70.5,67.1,90.7,0.166,100,12.5,rain,78.9,11.5,194.3,16.8,7,2024-08-16T06:01:10,2024-08-16T18:22:14,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-17,79.1,63,69.4,79.1,63,69.4,67.4,95,0.161,100,16.67,rain,96.2,9.7,119.5,10.4,6,2024-08-17T06:01:07,2024-08-17T18:21:50,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43486099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-18,80.5,65.3,71.2,84,65.3,71.3,68.5,92.4,0.06,100,20.83,rain,99,14.2,143.2,12.3,5,2024-08-18T06:01:05,2024-08-18T18:21:26,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-19,83.7,64.3,71.8,88.8,64.3,72,68.8,91.5,0.063,100,16.67,rain,83.3,12.1,218.3,18.8,8,2024-08-19T06:01:02,2024-08-19T18:21:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-20,83.6,63.2,70.1,89.1,63.2,70.5,67.5,92.2,0.04,100,29.17,rain,88.8,10.8,208.5,17.9,9,2024-08-20T06:00:58,2024-08-20T18:20:36,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43486099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-21,80.9,58.4,69,90.3,58.4,69.4,65.7,90,0.071,100,8.33,rain,94.8,12.1,130.4,11.3,5,2024-08-21T06:00:54,2024-08-21T18:20:10,0.55,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-22,82.7,64,71.3,86.5,64,71.6,65.7,83.5,0.004,100,4.17,rain,95.2,14.3,209.1,18,8,2024-08-22T06:00:50,2024-08-22T18:19:44,0.59,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"43486099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-23,86.1,60.9,72.8,92.5,60.9,73.9,67.4,85,0.004,100,4.17,rain,94.1,13.7,204.9,17.7,8,2024-08-23T06:00:46,2024-08-23T18:19:17,0.62,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43441099999,43444099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-24,84.2,62.4,70.5,92.5,62.4,71.3,65.6,85.7,0.004,100,4.17,rain,92.7,14.7,217.3,18.7,7,2024-08-24T06:00:41,2024-08-24T18:18:50,0.66,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-25,84.3,59.1,69.8,92.4,59.1,70.4,64.1,83.3,0.004,100,4.17,rain,63.7,13.8,262.4,22.7,9,2024-08-25T06:00:35,2024-08-25T18:18:22,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-26,84.2,61.5,69.8,88.9,61.5,70.3,63.6,82.5,0,0,0,,80.2,14.7,280.3,24,9,2024-08-26T06:00:30,2024-08-26T18:17:54,0.75,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-27,85.3,58.4,69.9,88.2,58.4,70.6,61.6,76.4,0,0,0,,74.8,14.4,293.9,25.2,10,2024-08-27T06:00:24,2024-08-27T18:17:25,0.76,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-28,83.3,60.2,69.1,88.4,60.2,69.6,62.4,80.3,0,0,0,,93.4,14,203.6,17.7,8,2024-08-28T06:00:18,2024-08-28T18:16:56,0.8,Overcast,Cloudy skies throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-29,83.5,60,71.1,88.7,60,71.5,66.4,86.9,0.008,100,4.17,rain,89.1,14.5,226.3,19.7,8,2024-08-29T06:00:11,2024-08-29T18:16:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-30,82.2,59.1,67.4,87.5,59.1,67.6,65.7,94.8,0.114,100,4.17,rain,96.1,14,210.3,18.1,8,2024-08-30T06:00:04,2024-08-30T18:15:57,0.87,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-08-31,82.8,60.9,69,89.3,60.9,69.5,66.7,92.8,0.45,100,8.33,rain,81.2,14.6,198.5,17,8,2024-08-31T05:59:57,2024-08-31T18:15:27,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-01,87.9,60.9,71,101.4,60.9,71.8,69.1,94.2,0.139,100,8.33,rain,86.7,13.9,210.1,18,8,2024-09-01T05:59:50,2024-09-01T18:14:56,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-02,81.4,60.2,71.3,86.9,60.2,71.5,69,92.9,0.931,100,8.33,rain,85,14.4,215.7,18.5,9,2024-09-02T05:59:42,2024-09-02T18:14:26,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-03,78.7,59.3,69.3,78.7,59.3,69.3,67.2,93.6,0.366,100,8.33,rain,98,13.4,179.8,15.7,7,2024-09-03T05:59:34,2024-09-03T18:13:54,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-04,80.9,60.9,68.1,85.4,60.9,68.3,66.2,94.4,0.006,100,8.33,rain,92.7,14.3,155.7,13.5,6,2024-09-04T05:59:26,2024-09-04T18:13:23,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-05,81.4,58.2,69.5,86.2,58.2,69.7,66.1,89.8,0.212,100,4.17,rain,67.5,14,253.9,22,9,2024-09-05T05:59:18,2024-09-05T18:12:51,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-06,80.7,58.4,71.1,85.8,58.4,71.5,67.1,87.8,0.002,100,4.17,rain,77.1,14.5,266.6,23,9,2024-09-06T05:59:09,2024-09-06T18:12:19,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43441099999,43444099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-07,83.4,59.3,69.2,99.6,59.3,70,66.7,93,0.049,100,4.17,rain,96.9,14.7,246.1,21.1,9,2024-09-07T05:59:00,2024-09-07T18:11:47,0.14,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-08,82.3,59.3,69.6,87.9,59.3,70,66.3,90.1,0.008,100,4.17,rain,97.4,14.7,256.4,22.2,9,2024-09-08T05:58:52,2024-09-08T18:11:15,0.17,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-09,81.6,59.1,69.9,87.6,59.1,70.1,67.1,91.4,0.051,100,4.17,rain,91.9,14.5,249.8,21.6,9,2024-09-09T05:58:43,2024-09-09T18:10:42,0.21,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-09-10,87.9,62.7,71.8,99.1,62.7,73.2,68.3,89.4,0.161,100,4.17,rain,80.3,14.5,243.6,21.1,9,2024-09-10T05:58:34,2024-09-10T18:10:09,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
